name,address,lat,lon,type,program
Ridge View Community School,"175 Fern Road,Dexter,Maine 04930",45.0117885,-69.27405297,Elementary School,
Riley School Inc,"PO Box 159,Rockport,Maine 04856",44.1845236,-69.0761491,Elementary School,
River View Community School,"PO Box 9,South Gardiner,Maine 04359",44.1800712,-69.7567109,Elementary School,
Robert V. Connors Elementary School,"400 Bartlett Street,Lewiston,Maine 04240",44.08892,-70.202246,Elementary School,
Rose M Gaffney School,"15 Rose Gaffney Rd,Machias,Maine 04654",44.71501435,-67.46882749,Elementary School,
Rumford Elementary,"121 Lincoln Avenue,Rumford,Maine 04276",44.55274595,-70.55240146,Elementary School,
Russell School,"8 Gray Park,Gray,Maine 04039",43.8887398,-70.3317679,Elementary School,
Sabattus Primary School,"36 No Name Pond Road,Sabattus,Maine 04280",44.12039145,-70.11272482,Elementary School,
Saccarappa School,"110 Huntress Avenue,Westbrook,Maine 04092",43.6723881,-70.3766539,Elementary School,
Saco Pre-K,"5 Willey Rd,Saco,Maine 04072",43.53739765,-70.4304577,Elementary School,
Sacopee Valley Elementary School,"213 South Hiram Road,Hiram,Maine 04041",43.809530949999996,-70.86252516,Elementary School,
Sanford Pride Elementary School,"708 Main Street,Sanford,Maine 04073",43.4506037,-70.78685794,Elementary School,
Se Do Mo Cha Elementary School,"63 Harrison Avenue,Suite B,Dover-Foxcroft,Maine 04426",45.19401,-69.22684,Elementary School,
Sea Road School,"29 Sea Road,Kennebunk,Maine 04043",43.3770399,-70.5309889,Elementary School,
Seabreeze Independent Early Childhood,"25 Guptil Farm Road,Ellsworth,Maine 04605",44.5607653,-68.4536684,Elementary School,
Seabreeze Independent Sch,"25 Guptil Farm Road,Ellsworth,Maine 04605",44.5607653,-68.4536684,Elementary School,
Searsport Elementary,"30 Mortland Road,Searsport,Maine 04974",44.46405945,-68.92575552,Elementary School,
Sebago Elementary School,"283 Sebago Road,Sebago,Maine 04029",43.85518435,-70.63837224,Elementary School,
Sebasticook Valley Elementary School,"337 Williams Road,Newport,Maine 04953",44.882641,-69.29337932,Elementary School,
Sedgwick Elementary School,"272 Snows Cove Road,Sedgwick,Maine 04676",44.3600602,-68.6642266,Elementary School,
Shapleigh Memorial School,"467 Shapleigh Corner Road,Shapleigh,Maine 04076",43.5329303,-70.85107,Elementary School,
Sheepscot Valley Children's House,"PO Box 449,Wiscasset,Maine 04578",44.0025451,-69.6647403,Elementary School,
Sherwood Heights Elementary Sch,"32 Sherwood Drive,Auburn,Maine 04210",44.0777306,-70.22869283,Elementary School,
Sipayik Elementary School,"22 Bayview Drive,Perry,Maine 04667",44.9728901,-67.0746731,Elementary School,
So Aroostook School,"922 Dyer Brook Road,Dyer Brook,Maine 04747",46.078831124720956,-68.18532939,Elementary School,
Solon Elementary School,"PO Box 146,Solon,Maine 04979",44.949502,-69.858391,Elementary School,
Somerset Elementary School,"45 Blake Street,Hartland,Maine 04943",44.8875925,-69.44470381,Elementary School,
Somerville Elementary School,"665 Patricktown Rd Suite 2,Somerville,Maine 04348",44.309601,-69.489212,Elementary School,
Songo Locks School,"25 Songo School Road,Naples,Maine 04055",43.9590387,-70.5719943,Elementary School,
South Bristol Elementary School,"767 Main St. Suite 2,Damariscotta,Maine 04543",44.0327336,-69.5315483,Elementary School,
South School,"30 Broadway,Rockland,Maine 04841",44.0951802,-69.1167207,Elementary School,
Southport Central School,"438 Hendricks Hill Road,Southport,Maine 04576",43.82287035,-69.67635395,Elementary School,
Spring Harbor Academy,"123 Andover Road,Westbrook,Maine 04092",43.653431749999996,-70.34401365,Elementary School,
Spruce Mountain Elementary School,"12 Tiger Drive,Jay,Maine 04239",44.4959596,-70.20283327,Elementary School,
Spruce Mountain Primary School,"107 Gibbs Mill Road,Livermore,Maine 04253",44.4380001,-70.2024507,Elementary School,
Spurwink-Chelsea,"31 Spurwink Drive,Chelsea,Maine 04330",44.2568957,-69.759144,Elementary School,
Spurwink-Lewiston/Auburn,"581 Sabattus Street,Lewiston,Maine 04240",44.1016225,-70.1849793,Elementary School,
St Brigid School,"695 Stevens Ave,Portland,Maine 04103",43.6820085,-70.2930299,Elementary School,
St Dominic Academy-Lewiston,"17 Baird Avenue,Lewiston,Maine 04240",44.0807895,-70.19282646,Elementary School,
St George School,"PO Box 153,Tenants Harbor,Maine 04860",43.9673047,-69.2081012,Elementary School,
St James School,"25 Graham Street,Biddeford,Maine 04005",43.490676699999995,-70.45939923,Elementary School,
St John's Catholic School-Brunswick,"37 Pleasant Street,Brunswick,Maine 04011",43.912931650000004,-69.96922957,Elementary School,
St Michael School,"56 Sewall Street,Augusta,Maine 04330",44.3118686,-69.78307537,Elementary School,
St Thomas School,"69 North Avenue,Sanford,Maine 04073",43.447551250000004,-70.77097968,Elementary School,
Steep Falls Elementary School,"781 Boundary Road,Steep Falls,Maine 04085",43.78376505,-70.63678031,Elementary School,
Stepping Stones Montessori School,"195 Hallowell Rd,Chelsea,Maine 04330",44.2819395,-69.7588711,Elementary School,
Stevens Brook School,"14 Frances Bell Lane,Bridgton,Maine 04009",44.055025,-70.713501,Elementary School,
Stillwater Academy,"84 Sylvan Rd,Bangor,Maine 04401",44.8280402,-68.7439618,Elementary School,
Stratton Elementary School,"65 School Street,Stratton,Maine 04982",45.143372,-70.43343889,Elementary School,
Surry Elementary School,"754 N Bend Road,Surry,Maine 04684",44.4992244,-68.5032567,Elementary School,
Suzanne M Smith Elementary School,"169 South Levant Road,Levant,Maine 04456",44.860625150000004,-68.99901779,Elementary School,
Swans Island Elementary School,"116 Rose Hill Road,Swans Island,Maine 04685",44.1824808,-68.41740415,Elementary School,
Sylvio J Gilbert School,"16 Sunset Avenue,Augusta,Maine 04330",44.3327563,-69.7816648,Elementary School,
The Community School,"585 Sound Drive,Mount Desert,Maine 04660",44.3695715,-68.32796266,Elementary School,
The School at Sweetser--Saco,"50 Moody Street,Saco,Maine 04072",43.51609535,-70.43351942,Elementary School,
Thomas J McMahon Elementary Sch,"151 North Temple Street,Lewiston,Maine 04240",44.1087264,-70.1603792,Elementary School,
Thomaston Grammar School,"65 Watts Lane,Thomaston,Maine 04861",44.0830264,-69.18382857,Elementary School,
Tremont Consolidated School,"119 Tremont Road,Tremont,Maine 04653",44.25362174999999,-68.34950268,Elementary School,
Trenton Elementary School,"51 School Road,Trenton,Maine 04605",44.45438895,-68.36898154,Elementary School,
Troy Central School,"733 Bangor Road,Troy,Maine 04987",44.663155,-69.26136,Elementary School,
Turner Elementary School,"91 Matthews Way,Turner,Maine 04282",44.27002735000001,-70.22343162,Elementary School,
Turner Primary School,"59 Cobb Road,Turner,Maine 04282",44.2720964,-70.212927,Elementary School,
UCP of Maine Sch,"700 Mount Hope Ave Suite 320,Bangor,Maine 04401",44.8016255,-68.7713289,Elementary School,
Union Elementary,"1070 Heald Highway,Union,Maine 04862",44.2111991,-69.2517551,Elementary School,
Unity Elementary School,"84 School Street,Unity,Maine 04988",44.6116871,-69.338682,Elementary School,
Van Buren Elementary School,"169 Main Street St 101,Van Buren,Maine 04785",47.157506,-67.935333,Elementary School,
Vassalboro Community School,"1116 Webber Pond Road,Vassalboro,Maine 04989",44.4379018,-69.6532687,Elementary School,
Veazie Community School,"1040 School Street,Veazie,Maine 04401",44.83348255,-68.70691732,Elementary School,
Vickery School,"170 School Street,Pittsfield,Maine 04967",44.78779,-69.39329116,Elementary School,
Village Elementary School-Gorham,"12 Robie Street,Gorham,Maine 04038",43.6782106,-70.43708837,Elementary School,
Village Elementary School-York,"124 York Street,York,Maine 03909",43.146941850000005,-70.65619705,Elementary School,
Vinalhaven School,"22 Arcola Lane,Vinalhaven,Maine 04863",44.0485628,-68.8216968,Elementary School,
Vine Street School,"66 Vine Street,Bangor,Maine 04401",44.7955901,-68.78569676,Elementary School,
Viola Rand Sch,"55 Highland Avenue,Bradley,Maine 04411",44.9194746,-68.6249317,Elementary School,
Vivian E Hussey School,"20 Blackberry Hill Road,Berwick,Maine 03901",43.2621593,-70.84133444,Elementary School,
W G Mallett School,"116 Middle Street,Farmington,Maine 04938",44.6710351,-70.14705952,Elementary School,
Waldo T Skillin Elementary School,"180 Wescott Road,South Portland,Maine 04106",43.6258375,-70.3052985,Elementary School,
Walker Memorial School,"33 West Main Street,Liberty,Maine 04949",44.396944,-69.3139847,Elementary School,
Walton School,"92 Mary Carroll Street,Auburn,Maine 04210",44.0817903,-70.21726139,Elementary School,
Warren Community School,"117 Eastern Road,Warren,Maine 04864",44.1267801,-69.2392405,Elementary School,
Washburn District Elem School,"33 School Street,Washburn,Maine 04786",46.7900625,-68.1525914,Elementary School,
Washburn School,"35 Lake Auburn Avenue,Auburn,Maine 04210",44.1072926,-70.22912295,Elementary School,
Waterboro Elementary School,"340 Sokokis Trail,East Waterboro,Maine 04030",43.586492449999994,-70.70591103,Elementary School,
Waterford Memorial School,"148 Valley Road,Waterford,Maine 04088",44.1897572,-70.7228085,Elementary School,
Wayne Elementary School,"48 Pond Road,Wayne,Maine 04284",44.3542347,-70.0701775,Elementary School,
Waynflete School,"360 Spring Street,Portland,Maine 04102",43.64599305,-70.27052869,Elementary School,
Wells Elementary School,"276 Sanford Rd,Wells,Maine 04090",43.3206447,-70.59433141,Elementary School,
Wentworth School,"20 Quentin Drive,Scarborough,Maine 04074",43.595941249999996,-70.33955952,Elementary School,
Wesley Elementary School,"13 Whining Pines,Wesley,Maine 04686",44.9289735,-67.6648279,Elementary School,
West Bath School,"126 New Meadows Road,West Bath,Maine 04530",43.9236358,-69.8603276,Elementary School,
WFS Ã¢â‚¬â€œ Pineland,"71 Pineland Drive Suite 201A,New Gloucester,Maine 04260",43.963168,-70.282974,Elementary School,
WFS Ã¢â‚¬â€œ Waterville,"2 Seton Center Drive,Waterville,Maine 04901",44.5498652,-69.6593622,Elementary School,
WFS Ã¢â‚¬â€œ Westbrook,"15 Saunders Way Suite 720,Westbrook,Maine 04092",43.6763036,-70.3663874,Elementary School,
WFS Ã¢â‚¬â€œ Westbrook-Extension,"426 Bridge St Westbrook Community Center,Westbrook,Maine 04092",43.6763036,-70.3663874,Elementary School,
Whitefield Elementary School,"164 Grand Army Road,Whitefield,Maine 04353",44.22279825,-69.60356888,Elementary School,
Whiting Village School,"PO Box 2,Whiting,Maine 04691",44.791094,-67.175903,Elementary School,
William H Rowe School,"52 School Street,Yarmouth,Maine 04096",43.80336645,-70.18846557,Elementary School,
Williams Elementary School,"55 Pleasant Street,Oakland,Maine 04963",44.550448700000004,-69.71731583,Elementary School,
Williams-Cone School,"19 Perkins Street,Topsham,Maine 04086",43.9296505,-69.9613747,Elementary School,
Windham Primary School,"24 Educational Way,Windham,Maine 04062",43.7881359,-70.4161339,Elementary School,
Windsor Elementary School,"366 Ridge Road,Windsor,Maine 04363",44.3013845,-69.5854915,Elementary School,
Winfield Children's House,"161 Field Rd,Falmouth,Maine 04105",43.7627312,-70.2759213,Elementary School,
Winslow Elementary School,"285 Benton Avenue,Winslow,Maine 04901",44.5554803,-69.617937,Elementary School,
Winthrop Grade School,"23 Highland Avenue,Winthrop,Maine 04364",44.3053161,-69.9678742,Elementary School,
Wiscasset Elementary School,"83 Federal Street,Wiscasset,Maine 04578",44.00818195,-69.66202113,Elementary School,
Woodland Consolidated Sch,"844 Woodland Ctr Road,Woodland,Maine 04736",46.8768388,-68.1125514,Elementary School,
Woodland Elementary School,"23 Fourth Avenue,Baileyville,Maine 04694",45.156343050000004,-67.41313124,Elementary School,
Woodside Elementary School,"42 Barrows Drive,Topsham,Maine 04086",43.9311912,-69.9713537,Elementary School,
Woodstock School,"224 Rumford Avenue,Bryant Pond,Maine 04219",44.3980369,-70.6457046,Elementary School,
Woolwich Central School,"137 Nequasset Road,Woolwich,Maine 04579",43.9412001,-69.782927,Elementary School,
Yarmouth Elementary School,"121 McCartney Street,Yarmouth,Maine 04096",43.7967974,-70.19945613,Elementary School,
Young School,"36 Tasker St,Saco,Maine 04072",43.5108342,-70.4568666,Elementary School,
Abbot Diagnostics of Scarborough,,43.5802589,-70.3642194,Company,
Acme Monaco Corporation,,46.7014374,-68.042126,Company,
Activas Diagnostics,,44.8988658,-68.6832262,Company,
Armaid,,44.4414807,-68.6102518,Company,
Arookstook Testing & Consulting Lab,,46.6909419,-68.0327619,Company,
Artel,,43.6633909,-70.3662731,Company,
BBI Solutions,,43.6830644,-70.2898099,Company,
Beacon Analytical Systems,,43.5329698,-70.4458761,Company,
Bigelow Laboratory for Ocean Sciences,,43.859725,-69.5800872,Company,
Bio Rad,,43.7092924,-70.3143737,Company,
BioAnalyte,,43.6697703,-70.2472608,Company,
Biochek USA Corporation,,43.5787459,-70.3666206,Company,
Bushover Biologicals,,44.3961116,-69.6454703,Company,
Butterfield Technologies,,43.6541005,-70.2636987,Company,
CAPE Technologies,,43.6252173,-70.2863513,Company,
Capricorn Products,,43.7105185,-70.3048929,Company,
Cerahelix,,44.8988658,-68.6832262,Company,
Clariant,,44.0574447,-70.1355692,Company,
Clear H20,,43.6643899,-70.3718824,Company,
Coagulation Sciences,,44.4326083,-68.2893606,Company,
Consultox Limited,,44.038433,-69.4936914,Company,
Corning Life Sciences,,43.4036462,-70.5656702,Company,
Covetrus,,43.657593,-70.2508959,Company,
Dahl Chase,,44.8073463,-68.7524108,Company,
Dechra,,43.6576977,-70.2583003,Company,
Dermalogix Partners,,43.5663297,-70.392193,Company,
East Coast BIO,,43.3071501,-70.7195883,Company,
Elanco,,44.527708,-69.6192963,Company,
Emerson Apparatus,,43.6808161,-70.3973913,Company,
Enercon Technologies,,43.8850345,-70.3424999,Company,
EnviroLogix,,43.7141902,-70.3053803,Company,
FHC,,44.0331704,-69.9608948,Company,
Fluid Imaging Technologies,,43.588282,-70.3545764,Company,
Formworks,,43.7996263,-70.1830469,Company,
GenoTyping Center of America,,44.534764,-68.4199156,Company,
Global Biotechnologies,,43.6038289,-70.3002711,Company,
Global Protien Products,,44.5496507,-69.6301114,Company,
Gray Optics,,43.7075752,-70.3163305,Company,
Gulf of Maine Research Institute,,43.6518133,-70.2563226,Company,
GVS,,43.4043635,-70.6984573,Company,
IDEXX,,43.6626717,-70.375438,Company,
ImmuCell,,43.7077348,-70.3135716,Company,
Insightful Products,,43.5801441,-70.3584382,Company,
InSphero,,43.8931949,-69.9316428,Company,
Kennebec River Biosciences,,44.0879691,-69.8008231,Company,
L A W  Calibration,,43.5357876,-70.4314731,Company,
Leiner Optics,,43.6265749,-70.2186163,Company,
LGC Maine Standards,,43.7703928,-70.2011678,Company,
Lighthouse Imaging,,43.8367541,-70.4382223,Company,
Lobster Unlimited,,44.7767302,-68.7321679,Company,
Lonza,,44.0910198,-69.1261492,Company,
Maine Medicinals,,44.1079172,-69.7250291,Company,
MDI Biological Laboratory,,44.4326083,-68.2893606,Company,
ME Medical Center Research Institute,,43.6083314,-70.3976368,Company,
ME Molecular Quality Controls,,43.529808,-70.416901,Company,
MedRhythms,,43.6576744,-70.2552393,Company,
Molnlycke,,43.8982621,-69.9294408,Company,
Neuright,,44.8988658,-68.6832262,Company,
Notheast Laboratory Services,,44.5321184,-69.6232672,Company,
Nova Analytic Labs,,43.7045157,-70.3037835,Company,
NovoBiosciences,,44.4302752,-68.2888054,Company,
Optimum Imaging Diagnostics,,43.6066174,-70.3183389,Company,
Orono Spectral Solutions,,44.7959021,-68.8461039,Company,
Physician Engineered Products,,44.0090726,-70.9766058,Company,
Purist,,43.4378551,-70.4558393,Company,
Puritan Medical Products,,45.1690528,-69.392789,Company,
RockStep Solutions,,43.6561255,-70.2584736,Company,
Saunders Electronics,,43.6386549,-70.3592325,Company,
SDIX,,43.7282447,-70.3755035,Company,
Sea Run Holdings,,43.8260282,-70.1135733,Company,
Sensor Research & Development,,44.9016197,-68.6885771,Company,
SolidPhase,,43.7092105,-70.3144215,Company,
Solstice Corporation,,43.6618868,-70.2658418,Company,
Spin Analytical,,43.2368859,-70.8054684,Company,
Spirometrics Medical Equipment,,43.8884179,-70.332511,Company,
Sun Diagnostics,,43.9029309,-70.2565096,Company,
Syris Scientific,,43.8884179,-70.332511,Company,
TechPlace,,43.8931949,-69.9316428,Company,
Tempshield,,44.4475439,-68.3714767,Company,
The Baker Company,,43.3910357,-70.7198524,Company,
The Jackson Laboratory,,44.3640318,-68.1960496,Company,
Virostat,,43.6596283,-70.3816074,Company,
VueTek Scientific,,43.8884179,-70.332511,Company,
Wellomics,,44.5711545,-68.7875829,Company,
Woods End Laboratories,,44.5121616,-69.9623441,Company,
